;age;job;marital;education;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp_var_rate;cons_price_idx;cons_conf_idx;euribor3m;nr_employed;response;Default;Housing;Loan;Cellular
1179;41;services;married;basic.9y;may;tue;335;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
1180;54;entrepreneur;divorced;university.degree;apr;thu;461;2;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1;0;0;0;1;1
1181;32;blue-collar;married;basic.9y;apr;fri;108;3;999;0;nonexistent;-1.8;93.075;-47.1;1.479;5099.1;0;0;1;0;0
1182;38;admin.;single;university.degree;may;tue;189;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0
1183;34;management;single;high.school;nov;wed;201;2;6;1;success;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;1;1
1184;34;blue-collar;married;basic.9y;may;tue;192;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;0;0;0;1
1185;55;admin.;married;university.degree;nov;thu;591;3;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;1;1
1186;31;self-employed;married;university.degree;aug;tue;201;2;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;0;0;0;0;1
1187;43;technician;married;professional.course;may;tue;225;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1188;59;unemployed;married;basic.4y;jul;thu;458;9;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;1;0;1;0;1
1189;53;technician;married;university.degree;apr;thu;758;2;999;2;failure;-1.8;93.749;-34.6;0.64;5008.7;1;0;1;0;1
1190;56;unemployed;married;professional.course;sep;fri;1551;1;999;2;failure;-3.4;92.37899999999999;-29.8;0.762;5017.5;0;0;0;0;1
1191;32;entrepreneur;married;basic.9y;jul;tue;258;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;0;0
1192;36;blue-collar;married;basic.9y;jul;thu;159;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;0;0;1;0;1
1193;42;blue-collar;married;basic.9y;may;wed;92;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0
1194;29;admin.;married;university.degree;aug;mon;209;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;1
1195;33;services;married;high.school;nov;thu;117;6;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;0;0;1
1196;56;technician;married;university.degree;jun;fri;49;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;0;0;0;0;0
1197;31;entrepreneur;divorced;high.school;may;tue;168;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1198;34;management;married;high.school;nov;wed;228;3;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;1
1199;33;blue-collar;married;basic.4y;jun;fri;78;7;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
1200;23;housemaid;single;basic.4y;may;thu;9;6;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;0;0;1;1
1201;26;services;single;high.school;jul;fri;11;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;0;0;1;1;0
1202;55;management;married;university.degree;aug;mon;106;6;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;0;0;1
1203;47;services;divorced;basic.4y;jun;fri;60;6;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
1204;36;blue-collar;married;professional.course;jun;fri;324;5;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
1205;33;blue-collar;married;basic.6y;may;thu;369;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0;0;1;1;0
1206;60;retired;married;basic.4y;may;fri;557;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1207;49;entrepreneur;married;university.degree;may;fri;142;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;0;0;1;0;0
1208;35;admin.;married;high.school;may;wed;35;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0
1209;47;admin.;divorced;high.school;jul;mon;480;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;0;0;0;0;1
1210;30;blue-collar;single;basic.9y;may;wed;207;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0
1211;27;blue-collar;single;basic.9y;jun;thu;869;2;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;0;0;0;1;0
1212;36;admin.;single;high.school;jul;tue;259;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;0;0;1
1213;46;services;divorced;high.school;may;mon;222;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;0;0;1
1214;30;entrepreneur;divorced;basic.6y;may;thu;149;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.327;5099.1;0;0;0;1;1
1215;88;retired;divorced;basic.4y;mar;wed;82;2;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.663;5099.1;0;0;1;1;1
1216;45;services;divorced;high.school;may;mon;166;12;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0
1217;30;admin.;married;university.degree;apr;thu;82;6;999;0;nonexistent;-1.8;93.075;-47.1;1.483;5099.1;0;0;1;1;1
1218;43;technician;single;basic.9y;jun;fri;461;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;0;0;1;0;0
1219;48;retired;married;basic.4y;jul;mon;27;17;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;1;0
1220;56;unemployed;divorced;university.degree;may;fri;98;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1221;42;technician;single;high.school;may;wed;617;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1222;30;technician;single;university.degree;jul;wed;63;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;1;1
1223;56;housemaid;divorced;basic.4y;jun;tue;77;5;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;0;0;1;0;0
1224;35;technician;married;high.school;aug;fri;61;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;1
1225;39;services;single;high.school;may;thu;206;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;0;0;0;0;0
1226;49;unemployed;married;high.school;may;mon;96;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.354;5099.1;0;0;1;0;0
1227;30;admin.;married;university.degree;may;fri;129;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;0;1;0;1
1228;39;admin.;married;university.degree;jun;tue;979;9;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;0;0;0;0;0
1229;32;technician;single;university.degree;jul;thu;119;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;0;0
1230;59;admin.;divorced;high.school;jul;mon;630;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;1;0;0;1;1
1231;38;technician;married;high.school;aug;tue;234;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;0;0;1;0;1
1232;49;technician;married;professional.course;jul;fri;354;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;0;0;1;0;1
1233;28;admin.;married;high.school;jul;tue;502;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;0;1
1234;39;technician;married;high.school;may;tue;451;4;3;1;success;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;0;1;0;1
1235;37;blue-collar;married;basic.6y;oct;fri;93;1;999;0;nonexistent;-3.4;92.431;-26.9;0.73;5017.5;0;0;1;0;1
1236;51;services;married;basic.9y;jun;fri;250;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
1237;31;blue-collar;married;basic.4y;may;fri;241;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;0;0;0;1;0
1238;59;technician;divorced;basic.9y;jul;wed;142;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;1;0;1
1239;46;admin.;divorced;university.degree;may;tue;304;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1240;36;blue-collar;married;basic.9y;may;tue;296;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
1241;28;management;single;university.degree;jun;thu;651;5;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;1;0;0;0;0
1242;31;admin.;married;university.degree;may;thu;102;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;0;0;1;0;0
1243;26;services;single;high.school;may;tue;188;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;1;0;0
1244;36;blue-collar;single;basic.9y;jul;mon;221;8;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;0;0;1;0;1
1245;50;entrepreneur;married;university.degree;nov;thu;57;3;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;0;1
1246;41;unemployed;married;basic.9y;apr;mon;263;1;999;0;nonexistent;-1.8;93.075;-47.1;1.466;5099.1;0;0;1;0;1
1247;50;self-employed;married;professional.course;jul;thu;73;7;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;0;0;0;0;1
1248;32;blue-collar;single;high.school;may;wed;204;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;0;0;1;1
1249;56;self-employed;married;university.degree;apr;mon;83;3;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0;0;0;0;1
1250;42;admin.;married;high.school;may;tue;111;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;0;1;0;1
1251;38;technician;married;professional.course;may;mon;407;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0
1252;36;admin.;single;university.degree;may;mon;12;5;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.244;5099.1;0;0;0;0;0
1253;45;blue-collar;married;basic.6y;jun;mon;134;8;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;0;0;1;0;0
1254;52;retired;married;basic.4y;jul;thu;143;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;0;1
1255;55;technician;married;university.degree;jun;tue;126;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;0;0;0;0;0
1256;38;self-employed;single;university.degree;may;thu;238;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0;0;0;0;0
1257;71;retired;married;basic.4y;oct;tue;120;1;6;1;success;-3.4;92.431;-26.9;0.728;5017.5;0;0;1;1;1
1258;22;services;single;basic.4y;may;wed;91;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;0;0;0
1259;30;admin.;single;university.degree;nov;fri;331;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;1;0;0;0;1
1260;78;retired;married;high.school;may;mon;754;2;3;2;failure;-1.8;92.89299999999999;-46.2;1.264;5099.1;0;0;1;0;1
1261;30;admin.;divorced;university.degree;nov;wed;589;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;1
1262;51;blue-collar;married;basic.6y;apr;wed;89;2;999;0;nonexistent;-1.8;93.075;-47.1;1.3719999999999999;5099.1;0;0;1;0;1
1263;35;management;divorced;university.degree;aug;mon;123;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;1
1264;26;student;single;university.degree;nov;wed;92;2;999;0;nonexistent;-3.4;92.649;-30.1;0.716;5017.5;0;0;1;0;1
1265;34;services;married;high.school;jun;fri;9;14;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;0;0;0
1266;49;management;married;university.degree;aug;thu;87;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;0;0;1;0;1
1267;50;blue-collar;divorced;basic.4y;jul;thu;150;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;0;0;1
1268;51;entrepreneur;married;university.degree;may;wed;98;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
1269;57;retired;married;university.degree;aug;wed;187;1;999;1;failure;-2.9;92.20100000000001;-31.4;0.8340000000000001;5076.2;0;0;1;0;1
1270;33;admin.;divorced;university.degree;nov;mon;76;2;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;0;0;1;0;1
1271;35;admin.;married;university.degree;may;wed;41;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
1272;37;admin.;single;high.school;jul;thu;609;2;7;3;success;-1.7;94.215;-40.3;0.782;4991.6;1;0;0;0;1
1273;39;admin.;single;university.degree;nov;wed;514;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;1
1274;39;services;married;high.school;may;tue;919;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
1275;20;student;single;high.school;nov;wed;187;2;999;0;nonexistent;-3.4;92.649;-30.1;0.715;5017.5;0;0;0;0;1
1276;55;blue-collar;married;professional.course;may;fri;530;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1277;27;student;single;professional.course;nov;thu;72;1;999;0;nonexistent;-0.1;93.2;-42.0;4.245;5195.8;0;0;0;0;0
1278;33;admin.;married;high.school;jul;fri;595;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;0;0;0;0;1
1279;24;blue-collar;married;basic.9y;may;thu;226;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0;0;1;0;0
1280;39;management;married;university.degree;aug;mon;168;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;0;0;1
1281;55;blue-collar;married;basic.9y;aug;thu;142;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;1;1
1282;35;admin.;married;basic.9y;may;thu;108;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0;0;0;0;0
1283;55;retired;divorced;basic.4y;may;wed;526;4;999;1;failure;-1.8;92.89299999999999;-46.2;1.281;5099.1;1;0;0;0;1
1284;42;self-employed;married;high.school;may;tue;83;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
1285;50;self-employed;divorced;university.degree;nov;thu;59;4;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;0;0;1
1286;39;management;married;university.degree;may;fri;53;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;0;1;0;1
1287;40;services;single;high.school;may;wed;197;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;0;0;0;1
1288;51;services;single;high.school;jun;mon;329;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;0;0;0;0;0
1289;59;retired;married;university.degree;may;tue;253;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0
1290;54;technician;married;high.school;apr;mon;58;3;999;2;failure;-1.8;93.075;-47.1;1.405;5099.1;0;0;0;0;1
1291;42;management;married;university.degree;aug;thu;109;5;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;0;0;1;0;1
1292;33;technician;divorced;professional.course;aug;mon;679;1;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1;0;0;1;1;1
1293;26;admin.;single;basic.4y;jun;tue;68;6;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;0;0;1;1;0
1294;27;management;married;university.degree;apr;mon;54;1;999;0;nonexistent;-1.8;93.075;-47.1;1.392;5099.1;0;0;0;0;1
1295;30;technician;single;high.school;aug;thu;230;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;1
1296;42;self-employed;married;high.school;nov;thu;77;3;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;0;1
1297;53;unemployed;married;university.degree;nov;mon;126;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;0;0;1;0;1
1298;36;management;married;university.degree;sep;wed;331;1;6;4;failure;-1.1;94.199;-37.5;0.8759999999999999;4963.6;1;0;1;0;1
1299;29;management;single;university.degree;aug;tue;139;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;1
1300;45;services;married;professional.course;aug;fri;133;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;1
1301;35;services;single;basic.9y;jul;fri;102;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;0;0;1
1302;33;blue-collar;married;high.school;mar;tue;494;1;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.51;5099.1;0;0;1;0;1
1303;38;admin.;married;university.degree;aug;tue;19;11;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;1
1304;29;blue-collar;married;basic.6y;may;wed;168;3;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;0;0;0;1;0
1305;32;admin.;married;high.school;apr;mon;24;1;999;2;failure;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;1;0
1306;34;technician;married;professional.course;may;thu;35;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;0;0;1;0;1
1307;36;blue-collar;married;high.school;dec;thu;234;1;999;0;nonexistent;-0.2;92.756;-45.9;3.3289999999999997;5176.3;0;0;1;0;1
1308;51;management;married;university.degree;jun;wed;16;17;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;0;0;0;0;0
1309;34;blue-collar;married;basic.4y;may;thu;23;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;0;0;0;1;0
1310;50;technician;married;university.degree;sep;wed;1353;2;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.7490000000000001;5017.5;0;0;1;1;1
1311;54;blue-collar;married;basic.4y;aug;thu;65;6;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;0;0;1
1312;53;management;married;university.degree;aug;thu;88;4;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;0;0;0;0;1
1313;52;blue-collar;married;high.school;may;tue;57;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;0;0;0;1
1314;71;retired;married;high.school;sep;mon;363;1;999;0;nonexistent;-1.1;94.199;-37.5;0.879;4963.6;1;0;0;0;1
1315;52;retired;married;university.degree;nov;mon;215;3;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;0;0;1;1;0
1316;53;technician;married;professional.course;may;tue;332;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
1317;36;admin.;single;university.degree;nov;thu;287;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;0;1
1318;43;admin.;married;high.school;may;thu;67;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;0;0;1;0;0
1319;31;technician;single;professional.course;aug;mon;122;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;0;0;0;0;1
1320;58;admin.;single;university.degree;may;mon;1234;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;1;0;0;0;0
1321;46;technician;married;university.degree;jul;thu;124;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;0;0;0;0;1
1322;38;blue-collar;married;basic.6y;jul;thu;456;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;0;0;1
1323;34;admin.;married;university.degree;may;wed;329;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;0;0;0;1
1324;37;services;married;high.school;may;mon;58;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;1;0;0
1325;40;self-employed;single;university.degree;jun;wed;54;4;999;0;nonexistent;-2.9;92.963;-40.8;1.244;5076.2;0;0;0;1;1
1326;42;blue-collar;divorced;high.school;jun;tue;256;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;0;0;0;0;0
1327;40;technician;single;high.school;aug;fri;85;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;0;0;1
1328;27;unemployed;married;high.school;jun;fri;23;13;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
1329;57;admin.;married;university.degree;may;mon;48;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1330;45;services;married;high.school;apr;mon;79;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;0;1
1331;46;admin.;divorced;university.degree;nov;wed;184;2;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;1;1
1332;47;admin.;married;university.degree;jul;wed;129;3;999;2;failure;-1.7;94.215;-40.3;0.8959999999999999;4991.6;0;0;1;1;1
1333;56;retired;married;basic.4y;aug;wed;687;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;0;0;1
1334;32;entrepreneur;married;high.school;may;mon;314;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1335;54;services;married;university.degree;may;tue;192;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0
1336;58;services;married;high.school;aug;fri;155;5;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;0;0;1
1337;30;admin.;married;university.degree;aug;thu;123;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;0;1
1338;39;blue-collar;married;basic.6y;jul;thu;122;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;0;1;1
1339;41;services;married;high.school;nov;thu;255;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;0;1
1340;32;admin.;married;university.degree;aug;wed;428;4;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;0;1
1341;32;services;married;high.school;may;tue;181;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0
1342;29;management;single;university.degree;may;mon;207;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;1;0
1343;43;management;divorced;high.school;nov;mon;488;2;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;0;0;1;0;1
1344;41;services;divorced;basic.9y;may;wed;189;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0
1345;30;admin.;married;university.degree;may;fri;355;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;0;0;1;0;0
1346;28;services;married;high.school;jul;thu;81;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;0;0;1;0;1
1347;35;admin.;single;high.school;nov;tue;106;1;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;0;1;0;1
1348;44;blue-collar;married;basic.6y;sep;thu;10;1;999;0;nonexistent;-1.1;94.199;-37.5;0.884;4963.6;0;0;1;0;0
1349;25;blue-collar;married;high.school;jul;tue;94;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;0;1
1350;47;blue-collar;married;basic.9y;aug;tue;118;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;1
1351;32;unemployed;married;professional.course;nov;tue;486;1;999;0;nonexistent;-0.1;93.2;-42.0;4.343;5195.8;1;0;1;0;0
1352;26;student;single;high.school;jul;tue;235;1;999;1;failure;-1.7;94.215;-40.3;0.893;4991.6;0;0;0;0;1
1353;35;admin.;single;university.degree;jul;mon;167;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;0;0;1;0;1
1354;34;blue-collar;married;basic.9y;jun;mon;206;1;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;0;0;0;0;0
1355;57;management;divorced;university.degree;may;wed;236;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;0;0;1;0;0
1356;38;blue-collar;single;basic.6y;may;wed;42;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;0;0;1;1
1357;33;admin.;single;high.school;oct;mon;61;2;6;2;failure;-3.4;92.431;-26.9;0.731;5017.5;0;0;1;0;1
1358;32;admin.;married;high.school;nov;fri;219;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;0;0;0;0;1
1359;47;blue-collar;married;basic.4y;jul;thu;114;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;0;0;1;1;1
1360;34;blue-collar;single;basic.6y;may;mon;204;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;0;0;1
1361;36;admin.;single;high.school;apr;fri;413;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;0;1
1362;28;technician;single;professional.course;may;mon;77;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;1;0;1
1363;72;retired;divorced;university.degree;aug;tue;270;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.884;5076.2;0;0;0;0;1
1364;27;services;single;basic.9y;jul;tue;88;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;1;1
1365;43;admin.;divorced;high.school;may;thu;892;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;0;0;1;1;1
1366;39;entrepreneur;single;university.degree;may;fri;452;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;0;1;0;1
1367;27;admin.;single;university.degree;mar;tue;238;4;999;0;nonexistent;-1.8;93.369;-34.8;0.635;5008.7;1;0;0;0;1
1368;35;admin.;single;university.degree;may;tue;614;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;0;1;0;1
1369;34;technician;married;professional.course;aug;mon;123;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.861;5076.2;0;0;0;0;1
1370;36;services;married;high.school;jun;wed;57;2;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;0;0;1;1;0
1371;39;technician;married;high.school;nov;fri;749;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;1;0;0;0;1
1372;35;management;divorced;high.school;jun;fri;176;4;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0
1373;56;retired;married;basic.4y;nov;tue;130;3;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;0;0;0;1
1374;31;admin.;single;university.degree;jul;wed;1327;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;1;0;1;0;1
1375;31;services;single;high.school;may;tue;28;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;0;1;0;1
1376;45;admin.;single;university.degree;nov;fri;27;3;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;0;0;0;0;1
1377;20;student;single;university.degree;apr;tue;47;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;1;1
